Order Date;Sales;Profit;Discount;Category;Region
2015-04-26;325.999.723.018.012;413.695.488.190.784;0.111423681530792;Office Supplies;South
2016-04-11;546.388.991.188.907;52.138.154.257.976;0.156785154671385;Technology;West
2017-07-24;873.430.500.650.999;-896.175.810.518.419;0.211257997016447;Office Supplies;South
2015-05-18;279.604.485.757.532;-883.525.377.207.398;0.0867951674580623;Furniture;Central
2016-08-15;773.430.331.752.717;-156.010.756.774.877;0.189785962875729;Furniture;Central
2015-09-08;32.890.555.783.383;333.774.537.802.639;0.12994381489239;Office Supplies;South
2017-02-19;118.528.458.268.526;-281.777.116.232.291;0.213305327529528;Furniture;East
2015-06-28;230.078.476.437.171;250.874.976.109.803;0.0951909712201041;Technology;East
2017-12-17;119.914.574.571.181;-344.953.876.691.483;0.220005710037977;Furniture;South
2015-05-07;468.730.856.398.085;292.326.045.923.145;0.0915736530777121;Office Supplies;South
2017-12-23;791.180.443.844.539;-741.774.904.481.569;0.292527100654951;Technology;Central
2015-04-12;288.000.524.353.162;132.985.351.515.337;0.116768986660649;Office Supplies;West
2017-10-09;87.104.825.424.715;-294.473.446.386.103;0.285259101565621;Furniture;Central
2017-06-01;105.831.050.139.792;-315.805.303.160.225;0.227645758286256;Furniture;West
2016-06-04;586.975.766.619.629;-291.336.426.868.371;0.219984342873164;Office Supplies;West
2016-03-26;721.062.002.906.054;-115.655.531.599.606;0.153455320250286;Furniture;Central
2014-12-14;127.054.409.131.668;101.710.393.357.546;0.0854029719894794;Office Supplies;Central
2014-02-07;194.648.566.516.491;175.893.922.103.828;0.0685625134293641;Office Supplies;South
2014-11-24;149.022.052.744.908;195.368.107.470.255;0.0923474758095519;Technology;East
2015-06-22;334.344.997.109.322;647.105.757.729.621;0.144771804997558;Office Supplies;East
2017-03-14;999.371.048.487.331;-301.809.300.678.464;0.24724910983503;Furniture;Central
2015-10-05;440.130.709.100.899;607.964.198.116.519;0.0951534771094406;Technology;Central
2017-04-24;99.286.191.502.172;-399.205.478.610.976;0.336534425732862;Furniture;South
2015-11-06;204.885.091.641.732;158.048.928.310.651;0.149139717104617;Office Supplies;Central
2015-01-31;290.051.363.794.413;576.494.364.150.652;0.112276660667782;Office Supplies;Central
2016-11-17;580.100.490.229.903;-51.551.556.633.483;0.247253112381563;Office Supplies;West
2016-03-05;479.971.404.963.457;-120.904.664.378.335;0.224759340271012;Furniture;South
2017-01-03;914.190.671.915.928;-182.291.374.972.358;0.332539108408545;Office Supplies;Central
2017-01-14;800.665.306.281.192;-209.101.177.774.456;0.221106331144103;Furniture;East
2014-06-21;101.481.802.909.011;-166.973.907.116.223;0.0753283710801423;Furniture;West
2016-12-06;755.386.994.759.835;-943.923.322.931.454;0.177459716801137;Office Supplies;Central
2016-03-02;723.342.649.730.904;-162.287.693.983.353;0.188261451835111;Furniture;Central
2014-08-07;272.314.970.646.108;439.019.159.778.259;0.0648053050059595;Technology;Central
2016-12-19;73.459.895.944.082;-190.169.073.851.772;0.245833148244881;Furniture;South
2014-04-04;261.978.061.402.753;256.053.153.376.166;0.0586679235269212;Office Supplies;Central
2017-06-06;107.335.379.074.947;-428.829.287.510.651;0.295695506855339;Furniture;West
2017-05-28;113.881.993.549.682;-343.821.733.916.453;0.216427381571097;Furniture;South
2016-01-13;765.749.186.403.267;-179.340.728.606.776;0.199214297755923;Furniture;Central
2014-01-30;228.043.962.477.383;209.524.775.067.728;0.0792238991068255;Furniture;South
2016-06-04;7.234.968.777.198;-157.059.517.697.177;0.210046461205898;Technology;Central
2015-11-12;453.315.207.314.891;-34.632.651.606.533;0.112188543103498;Furniture;East
2016-01-13;75.974.162.049.699;-115.215.249.470.187;0.170146659019361;Furniture;East
2014-09-22;257.341.572.107.953;339.723.654.438.259;0.055301059622523;Office Supplies;Central
2014-12-11;106.225.594.486.041;112.773.976.793.162;0.0639975440374562;Office Supplies;South
2016-11-23;561.142.048.781.494;-10.733.759.612.265;0.158645176419266;Furniture;South
2016-12-20;517.960.419.592.081;-269.876.301.152.064;0.181240926991641;Office Supplies;East
2017-04-30;772.205.857.262.252;-64.873.926.669.925;0.204046230741623;Office Supplies;South
2014-11-07;194.305.268.942.281;172.260.966.337.241;0.098924690644597;Office Supplies;West
2017-01-15;933.007.725.270.207;-322.395.393.068.341;0.266775503852277;Furniture;South
2016-10-13;727.417.254.085.921;-185.133.526.359.753;0.224894696630635;Furniture;West
2014-05-16;164.081.119.737.197;-309.443.027.862.595;0.0804262249775624;Furniture;East
2017-01-31;711.427.070.428.597;-23.155.618.418.329;0.235669299133507;Furniture;Central
2016-03-28;667.160.035.975.657;-160.429.101.393.497;0.230728012730794;Furniture;West
2017-03-07;108.350.804.199.954;-337.258.660.856.871;0.260268494920459;Furniture;South
2017-05-05;108.966.788.406.199;-496.941.568.132.665;0.233585555413627;Technology;East
2017-12-17;723.110.085.139.462;-260.172.405.803.079;0.292127514347917;Furniture;South
2016-11-28;541.725.294.859.758;-342.659.734.989.336;0.226594215758747;Office Supplies;West
2017-09-09;104.067.277.924.775;-157.336.184.690.851;0.296556118235306;Office Supplies;West
2016-12-10;512.062.675.545.834;-151.369.056.173.036;0.247185858395956;Furniture;West
2015-09-24;410.468.209.763.771;193.002.292.957.489;0.139558223884146;Office Supplies;East
2016-06-28;64.069.619.499.042;0.872460873185886;0.2117910172391;Technology;South
2014-10-19;260.859.311.786.261;311.427.549.069.333;0.0988163353774804;Technology;Central
2015-04-20;328.181.888.059.777;905.245.404.865.895;0.122920919003717;Office Supplies;South
2016-11-02;546.420.593.419.689;-147.489.487.432.097;0.21625463846265;Furniture;East
2016-11-08;731.946.546.103.741;-139.434.243.942.452;0.166367741671152;Furniture;West
2015-04-10;497.799.568.779.144;627.334.168.458.115;0.0973207243592699;Technology;East
2016-08-13;588.377.081.480.679;-501.197.208.140.484;0.207230189708424;Office Supplies;Central
2017-08-24;75.745.228.538.176;-571.234.434.013.926;0.224837722715276;Technology;South
2016-11-17;733.651.673.623.299;-171.689.660.505.363;0.233777713234318;Furniture;South
2016-03-02;624.981.079.111.682;-968.343.814.825.514;0.162846148454764;Furniture;East
2014-09-14;232.887.583.429.995;-532.021.116.361.953;0.0575781324598016;Furniture;Central
2014-03-02;241.416.035.323.098;-446.169.895.511.516;0.072983984695045;Furniture;South
2016-06-10;557.662.528.500.767;-574.620.716.441.495;0.229343382156662;Office Supplies;East
2014-10-01;153.732.974.251.685;115.325.375.558.699;0.0718859061494281;Office Supplies;West
2016-01-04;64.570.727.369.835;-120.210.475.056.533;0.177434781412606;Furniture;East
2014-12-03;112.533.422.496.797;220.692.948.430.642;0.0570056247966564;Technology;Central
2016-02-25;633.822.607.345.267;-143.197.799.241.101;0.213370567809682;Furniture;West
2014-11-20;237.061.820.087.838;227.860.469.130.382;0.0522490598359428;Office Supplies;South
2017-01-26;106.100.319.392.521;-483.674.308.589.564;0.338803939539953;Furniture;West
2015-06-08;254.170.381.725.084;572.910.172.427.486;0.0968840234500851;Office Supplies;South
2016-01-10;63.210.385.688.978;-155.785.130.942.281;0.208836021615556;Furniture;East
2016-08-13;675.281.468.057.863;-16.123.067.054.842;0.215063149061387;Furniture;Central
2016-11-18;689.234.664.132.328;488.029.322.605.341;0.158430773261616;Technology;Central
2014-05-13;196.276.217.005.939;214.132.401.707.705;0.0899215905176488;Technology;South
2017-10-07;111.947.476.585.537;-386.180.117.641.608;0.264172062823886;Furniture;Central
2017-03-30;831.638.974.618.934;-231.694.895.811.478;0.229285651133466;Furniture;West
2015-01-14;493.042.040.572.387;130.428.251.209.893;0.144085870893046;Office Supplies;South
2014-07-15;105.461.699.372.106;13.539.721.913.114;0.0869267670768587;Technology;West
2016-04-02;456.259.808.327.928;-983.740.990.854.926;0.173210718385176;Furniture;West
2014-09-25;109.438.308.138.308;177.147.650.443.569;0.0806974611273066;Technology;West
2015-06-09;230.308.624.787.129;-345.054.255.834.676;0.148100025416703;Furniture;West
2017-05-09;792.835.234.480.341;-330.345.942.172.489;0.318957692017752;Furniture;South
2014-12-21;185.879.753.818.105;309.619.270.172.811;0.067830462100922;Technology;South
2017-07-04;880.261.597.697.984;-82.519.235.726.197;0.213817273826832;Office Supplies;West
2017-11-10;981.360.275.473.679;-978.655.007.629.653;0.255459791929499;Technology;South
2015-05-20;324.966.705.031.296;224.257.623.079.709;0.0974449515961288;Office Supplies;East
2014-11-23;255.490.939.307.853;418.240.222.077.546;0.0833461676662137;Technology;South
2017-12-04;114.411.322.600.798;-18.960.373.217.482;0.313246732566379;Office Supplies;West
2016-03-06;432.718.486.060.662;-692.818.011.018.771;0.169651572216262;Furniture;West
2015-04-05;285.985.759.073.848;-13.251.607.553.632;0.0818293942429655;Furniture;West
2017-01-07;114.470.943.048.193;-557.540.776.135.326;0.233690509580609;Technology;South
2016-10-21;478.693.681.045.288;-123.851.550.024.703;0.197398380287587;Technology;South
2016-08-23;64.541.783.459.071;-157.731.119.443.818;0.239623743399931;Furniture;East
2015-07-18;236.745.827.598.227;-243.649.364.534.312;0.134128261588078;Furniture;East
2015-07-24;410.759.381.867.657;348.866.645.933.953;0.0876219333872248;Office Supplies;West
2017-04-20;952.813.554.728.331;-362.492.706.535.596;0.305377381568078;Furniture;Central
2016-02-24;795.829.792.834.028;-140.028.329.615.008;0.172067364007296;Furniture;South
2014-08-03;133.961.652.740.694;156.317.573.939.646;0.0623449256895805;Office Supplies;East
2014-06-16;154.435.074.287.747;26.571.248.671.589;0.0828395731002493;Technology;West
2014-07-25;117.722.181.571.082;212.520.076.343.823;0.0518848616905188;Technology;Central
2016-03-31;665.166.707.806.869;-412.882.282.694.763;0.242270087571106;Technology;Central
2014-03-21;270.643.158.878.377;280.700.181.678.665;0.0982408188552982;Technology;South
2014-10-23;151.563.391.837.394;23.043.980.886.177;0.0577968168990363;Technology;West
2014-05-06;197.132.692.988.714;217.363.010.052.178;0.0529380340426555;Office Supplies;East
2014-06-26;140.655.635.113.873;909.512.943.916.314;0.0923797938290661;Office Supplies;East
2017-10-02;744.132.449.810.684;-111.893.660.460.753;0.244861092772834;Office Supplies;West
2014-10-07;254.521.411.552.185;231.538.649.783.833;0.0745429748224334;Office Supplies;East
2015-05-05;391.145.648.433.232;-387.899.653.154.683;0.134772018048403;Furniture;East
2017-08-06;741.200.585.365.598;-11.296.736.734.437;0.344871763507153;Technology;Central
2015-01-15;444.244.626.934.217;-573.155.524.742.975;0.131771556525172;Furniture;South
2017-07-20;991.874.742.294.861;-315.593.138.102.509;0.253833206101416;Furniture;South
2016-03-10;442.386.757.108.113;-11.857.180.722.484;0.243908009427345;Furniture;West
2015-03-03;455.521.334.686.554;-477.082.644.138.683;0.108294513444072;Furniture;Central
2016-01-22;665.334.734.448.294;201.258.559.583.483;0.233883222358288;Technology;South
2016-02-14;714.981.316.627.364;-190.493.794.225.608;0.246841463922092;Furniture;South
2016-04-23;721.682.786.225.367;-149.687.673.819.499;0.166850052917133;Furniture;East
2014-08-16;128.001.398.189.915;192.417.826.374.622;0.0506585480779596;Technology;West
2015-01-30;281.875.860.897.309;-185.422.009.944.602;0.088107541844041;Furniture;Central
2017-12-13;108.715.166.343.159;-719.379.605.925.511;0.22470979776175;Technology;West
2017-08-10;844.634.150.406.942;-368.629.732.636.687;0.347081634820552;Furniture;West
2017-05-11;736.393.959.163.612;-132.174.889.557.639;0.341483337427782;Office Supplies;West
2015-05-12;237.874.299.555.965;-22.243.015.605.373;0.100153784698748;Furniture;Central
2015-08-13;252.585.852.336.144;176.786.993.242.342;0.106986811872876;Office Supplies;West
2017-02-19;10.865.544.539.519;-456.050.022.519.651;0.335735141544109;Furniture;East
2016-06-29;630.283.579.271.259;-148.654.223.532.306;0.199298676687664;Furniture;West
2017-03-17;106.828.538.775.691;-391.055.104.119.268;0.303420567473066;Furniture;East
2016-01-06;419.388.375.844.083;-218.578.960.171.361;0.187125464859644;Office Supplies;South
2014-06-19;188.831.872.365.437;-913.297.334.419.169;0.0793872944634103;Furniture;West
2014-02-11;195.782.126.073.369;493.314.246.696.731;0.0647880484422122;Furniture;West
2015-01-05;402.593.635.434.327;-414.995.799.728.603;0.115859864058597;Furniture;East
2016-07-19;498.640.206.284.215;-106.003.420.570.693;0.195853588940046;Furniture;Central
2017-04-12;707.473.152.734.904;-911.893.029.577.417;0.231934237727847;Office Supplies;South
2017-09-07;811.120.577.336.563;-816.354.756.838.145;0.258031230672851;Technology;Central
2014-04-05;221.020.173.184.698;363.139.949.961.486;0.0721310929052277;Technology;West
2014-10-12;160.407.096.277.197;192.397.160.576.606;0.0679591300653283;Office Supplies;East
2017-05-22;107.576.213.118.813;-248.311.067.194.424;0.206773652101387;Furniture;East
2016-12-24;567.194.739.267.885;-363.043.075.214.159;0.171164642552787;Office Supplies;Central
2016-09-29;658.451.059.525.248;-114.100.040.371.222;0.164622489500199;Furniture;East
2016-02-11;695.984.778.906.304;-196.752.091.924.173;0.24975009010855;Furniture;Central
2014-10-20;258.784.363.835.508;488.298.241.783.835;0.0541421893843909;Technology;Central
2016-12-30;693.566.755.318.462;-326.117.816.998.071;0.179570833552614;Office Supplies;Central
2015-02-06;401.024.002.845.644;232.481.894.627.927;0.0840889320084606;Office Supplies;East
2016-05-06;434.616.216.484.806;115.374.629.165;0.157417910394932;Technology;East
2014-05-03;113.849.494.867.284;232.200.197.193.681;0.0512020205655627;Technology;West
2015-11-18;345.888.316.906.477;190.804.715.005.568;0.137311481345468;Technology;West
2016-11-15;514.426.800.149.092;-139.013.380.237.968;0.224645765308172;Furniture;West
2015-11-21;361.362.198.512.106;140.914.470.301.594;0.0945025354625589;Office Supplies;West
2017-09-11;107.748.286.859.856;-440.481.626.998.371;0.320217106137065;Furniture;South
2016-10-14;484.123.724.458.664;-147.811.046.663.929;0.237079819314431;Furniture;East
2015-12-25;255.196.733.246.183;275.256.891.199.487;0.0844529561429005;Technology;South
2015-07-27;442.339.551.246.734;-58.867.370.488.794;0.145124661420256;Furniture;Central
2016-04-21;463.897.091.641.088;-716.669.584.971.605;0.162031373397768;Furniture;South
2017-07-04;909.403.322.365.102;-103.530.760.543.974;0.300825173468407;Technology;East
2016-05-13;471.729.247.561.923;-247.010.825.039.919;0.208430678976794;Office Supplies;South
2017-11-03;113.433.826.335.736;-131.265.963.253.204;0.243906111895643;Office Supplies;West
2016-10-07;597.098.650.702.952;-12.091.841.371.743;0.20197523928531;Furniture;East
2014-04-17;146.035.648.360.446;-449.379.356.225.193;0.0920437957893439;Furniture;West
2015-01-31;47.793.944.455.844;-54.459.974.754.376;0.114176636174426;Furniture;West
2016-03-20;713.529.330.431.021;205.341.128.676.407;0.163831829192699;Technology;West
2014-11-07;278.268.262.577.229;398.707.201.496.763;0.0693849127058338;Technology;East
2015-02-24;335.407.657.941.494;961.595.938.101.803;0.148411931532574;Office Supplies;West
2017-07-30;826.597.287.530.413;110.069.304.315.363;0.203604025649605;Technology;West
2016-01-29;445.489.853.224.417;-476.472.263.519.512;0.240809677216355;Office Supplies;Central
2016-02-06;516.709.406.350.566;-193.339.770.769.118;0.239457686028243;Technology;East
2017-01-12;107.866.606.089.567;-898.037.252.470.064;0.209215375339917;Office Supplies;West
2015-05-11;352.691.356.107.437;290.823.657.516.595;0.125817111262768;Technology;South
2016-09-04;416.825.114.561.514;-989.412.197.005.505;0.18814331761139;Furniture;Central
2016-09-24;784.826.639.077.489;-384.019.866.396.566;0.16027074784398;Office Supplies;South
2016-12-15;437.363.529.523.322;-112.472.654.064.151;0.247776599543091;Furniture;West
2017-03-10;800.982.318.311.913;-27.122.930.723.751;0.248127136600954;Furniture;South
2014-02-27;174.984.792.157.399;-208.586.466.792.755;0.0663574525861932;Furniture;West
2015-05-06;316.368.895.173.475;226.383.556.871.456;0.103460576155551;Office Supplies;West
2017-01-09;702.150.233.145.011;-646.277.988.664.615;0.230676282745887;Office Supplies;South
2016-08-04;65.893.959.767.216;65.734.928.443.941;0.156123000506018;Technology;South
2016-11-26;40.176.727.117.238;-103.181.775.347.692;0.24160974887334;Furniture;Central
2014-09-14;227.781.713.689.387;211.088.560.247.797;0.0975065523698107;Office Supplies;East
2014-08-26;128.041.710.434.913;251.693.047.645.862;0.059920976683906;Technology;Central
2014-06-19;26.545.606.574.648;445.183.373.681.273;0.0744429909499758;Technology;East
2017-09-10;116.395.983.466.396;-422.747.767.564.676;0.294634522655685;Furniture;South
2014-08-10;169.973.401.385.368;-879.825.923.084.868;0.0804699997318646;Furniture;South
2015-08-12;414.019.973.650.527;128.919.206.011.499;0.149048948043678;Office Supplies;East
2015-02-06;254.689.690.009.916;11.889.779.029.014;0.123663686955269;Office Supplies;West
2017-11-20;109.429.541.543.327;-42.221.992.104.308;0.30531485165974;Furniture;West
2014-03-31;183.811.801.685.264;276.684.628.293.749;0.0858883903208878;Technology;West
2017-05-09;803.507.996.939.706;-268.475.782.595.065;0.260437949156754;Furniture;West
2017-03-13;116.206.358.601.588;-102.878.630.526.325;0.321846956561245;Technology;Central
2014-02-16;28.848.225.026.565;25.924.573.728.082;0.0682433575936603;Office Supplies;East
2015-11-14;34.941.799.343.335;390.018.209.859.994;0.131424621099763;Technology;West
2016-03-12;71.596.429.651.221;-129.485.948.157.877;0.170847149062083;Furniture;East
2014-08-23;245.926.627.601.713;-14.016.835.083.429;0.0949300219941171;Furniture;West
2017-12-30;106.119.094.877.584;-160.245.508.717.146;0.282956652838775;Office Supplies;West
2016-12-03;729.579.876.457.734;-345.052.842.681.531;0.183592231347427;Technology;East
2014-05-13;224.998.659.913.157;-246.706.158.090.851;0.0610312546168853;Furniture;West
2016-05-05;456.132.212.236.659;-127.021.513.834.781;0.248414207894517;Furniture;East
2015-09-13;454.041.253.783.731;0.399595530758077;0.14042149044462;Office Supplies;Central
2017-10-26;100.643.646.952.752;-448.920.090.878.099;0.346809797517406;Furniture;West
2014-07-13;249.399.207.991.995;180.436.563.328.924;0.0866723268715718;Furniture;East
2016-04-10;603.634.844.706.177;-378.209.393.290.713;0.231049136786305;Office Supplies;South
2015-04-29;418.612.915.250.824;-275.223.460.165.982;0.108106268584973;Furniture;Central
2016-06-04;579.018.505.345.527;-885.156.043.491.008;0.168726130984945;Furniture;East
2017-05-18;858.995.552.232.864;-29.477.645.766.029;0.269727977535457;Furniture;East
2016-06-07;735.441.846.215.609;-127.200.100.006.581;0.152932625207512;Furniture;South
2017-12-26;109.035.422.499.303;-216.954.423.341.607;0.323444723865846;Office Supplies;Central
2017-04-23;966.438.418.781.017;-115.884.285.473.646;0.205906670230719;Office Supplies;Central
2017-08-27;997.182.923.942.827;-340.136.002.081.309;0.273691294732966;Furniture;East
2017-08-02;994.825.297.579.828;-289.803.888.786.976;0.201978913765931;Furniture;East
2017-08-11;711.478.861.426.935;-204.882.676.770.591;0.234059290048832;Furniture;East
2015-01-23;390.196.376.802.311;-45.431.293.117.677;0.114893237834615;Furniture;West
2015-06-20;327.042.360.914.259;331.727.541.928.094;0.146163349266964;Office Supplies;South
2014-02-20;198.963.628.536.656;161.129.175.388.506;0.0695514131136377;Office Supplies;Central
2017-10-21;946.473.412.174.679;-130.641.340.493.276;0.238157889243558;Office Supplies;South
2014-05-15;279.264.689.309.855;514.849.473.438.067;0.0757056669140706;Technology;South
2015-08-31;478.048.721.745.253;-50.493.753.165.637;0.138248749782269;Furniture;West
2015-09-06;458.203.004.292.388;-382.606.276.769.797;0.11555247785953;Furniture;West
2017-08-25;113.563.376.357.927;-278.412.393.513.342;0.2047510642812;Furniture;West
2014-02-18;163.825.453.519.389;130.612.317.587.422;0.0634569963071097;Office Supplies;Central
2016-07-26;703.394.896.376.583;137.754.402.775.557;0.199002236058552;Technology;West
2017-04-23;981.114.067.604.304;-303.593.610.657.514;0.21649080256486;Furniture;Central
2014-03-20;159.979.474.533.285;1.236.066.810.033;0.0604858861652828;Office Supplies;East
2017-05-06;111.621.787.383.568;-322.178.281.730.382;0.216751299584921;Furniture;West
2015-05-05;460.681.178.793.765;150.951.164.314.601;0.118595246377507;Office Supplies;East
2015-01-11;215.333.767.660.497;60.166.150.035.429;0.104506813693041;Office Supplies;Central
2015-06-16;439.455.898.710.255;293.055.738.790.385;0.0854874730360847;Office Supplies;South
2015-12-06;265.975.859.065.289;190.038.200.860.156;0.0930533885811801;Office Supplies;Central
2015-02-14;499.306.248.523.536;320.934.906.206.239;0.147432589155603;Technology;Central
2014-12-08;276.594.036.968.803;251.967.718.299.794;0.0755582000969748;Office Supplies;Central
2017-04-21;915.743.680.449.199;-433.881.682.226.846;0.342473056622319;Furniture;East
2016-06-11;531.972.055.796.097;-144.992.829.607.168;0.241437953470036;Furniture;East
2016-05-07;486.125.216.723.672;-127.121.811.644.898;0.245726972847043;Furniture;East
2015-12-06;395.063.867.760.271;25.459.343.283.793;0.10563874448265;Office Supplies;East
2014-12-26;121.413.393.685.693;106.639.173.743.155;0.0733279132041355;Office Supplies;West
2015-08-23;258.224.751.566.276;-256.795.032.572.513;0.110511505393723;Furniture;Central
2014-06-23;232.894.489.141.289;199.823.931.867.094;0.0507899826049806;Office Supplies;West
2016-08-15;723.559.141.350.482;-170.472.581.457.491;0.192736071453433;Furniture;South
2014-06-20;14.571.760.270.014;105.037.811.724.225;0.0783600054308372;Office Supplies;South
2016-08-01;454.763.601.913.691;-947.854.500.106.313;0.184625709690483;Furniture;South
2017-06-21;858.898.011.040.384;-141.420.057.242.288;0.256592559154035;Office Supplies;East
2016-12-02;485.218.780.472.207;-928.953.797.095.009;0.181620836632698;Furniture;South
2016-03-23;687.530.636.157.629;101.467.770.498.504;0.179759744275684;Technology;East
2017-12-27;737.758.487.793.303;-208.343.153.002.799;0.207270227973924;Furniture;West
2015-10-05;218.031.930.403.151;129.473.116.817.163;0.126027375297869;Technology;West
2014-12-22;237.028.264.598.853;278.080.818.770.994;0.0889867583800759;Technology;West
2017-01-05;106.913.967.646.798;-400.229.062.432.372;0.297202406994356;Furniture;East
2016-05-27;432.317.001.393.375;-81.780.511.096.786;0.150883498383129;Furniture;East
2015-05-10;208.275.365.370.041;263.116.770.909.466;0.0951684110769216;Technology;Central
2014-08-14;224.443.155.921.744;174.127.041.948.983;0.0802753960611712;Office Supplies;East
2014-08-24;185.557.220.128.948;187.652.017.665.451;0.0844049292636099;Office Supplies;South
2016-05-21;560.690.002.932.884;-7.492.335.687.857;0.152525940814805;Furniture;Central
2015-03-01;455.621.760.021.343;-784.952.808.680.345;0.0897852901013127;Furniture;West
2015-08-15;436.237.667.629.828;26.788.596.395.224;0.0800593932031094;Office Supplies;East
2016-07-25;668.376.928.872.663;-20.255.763.389.393;0.249034997472066;Furniture;East
2015-03-01;208.163.946.513.203;730.700.757.956.851;0.121520866719901;Office Supplies;South
2015-03-20;283.491.184.282.192;-21.515.799.745.866;0.13102555517771;Furniture;West
2015-12-07;243.490.056.200.618;-116.114.498.680.565;0.0917367013080329;Furniture;West
2017-05-10;116.832.068.519.887;-44.394.317.276.083;0.277034446772424;Furniture;East
2015-07-30;360.942.067.461.191;-347.907.602.440.128;0.0837399819445518;Furniture;West
2016-07-06;513.943.787.162.409;-135.769.863.956.987;0.236824879895763;Furniture;Central
2014-09-12;258.105.487.131.702;406.054.003.993.668;0.076726857819747;Technology;South
2016-06-05;783.027.523.354.463;175.691.479.797.797;0.170011626056649;Technology;West
2017-05-06;11.333.670.204.628;-403.650.310.405.795;0.273200533815312;Furniture;Central
2017-02-22;104.487.074.133.205;-459.134.373.653.817;0.346704469190269;Furniture;East
2014-12-08;252.721.961.151.334;317.277.583.864.067;0.0674029507445265;Office Supplies;East
2015-03-31;236.160.300.975.286;136.596.546.537.622;0.0987432614005186;Office Supplies;West
2015-09-28;401.766.614.235.957;120.919.903.794.498;0.115246550111052;Office Supplies;East
2015-04-26;455.183.419.462.558;254.385.090.276.696;0.102550965058831;Office Supplies;East
2016-06-15;473.702.446.587.894;-329.546.428.039.001;0.240322852841526;Office Supplies;East
2016-10-07;681.286.010.120.683;-559.252.852.474.022;0.204199999865267;Office Supplies;West
2017-05-10;82.584.456.174.947;-265.011.610.059.374;0.236354215080302;Furniture;Central
2016-08-21;660.244.871.935.675;-144.380.489.577.019;0.203837932992588;Furniture;Central
2015-07-23;424.777.494.247.136;-0.434004361635473;0.134347987416703;Office Supplies;East
2014-07-10;113.308.511.491.634;237.585.355.483.044;0.0726410631197627;Furniture;East
2015-04-09;254.077.909.824.915;790.265.682.520.516;0.0989260981722477;Office Supplies;East
2015-04-16;473.708.815.676.645;234.429.872.864.867;0.0865901186496705;Office Supplies;East
2015-09-27;491.607.201.589.823;658.984.690.825.115;0.0910139342287101;Technology;West
2016-01-24;757.778.236.085.117;-163.744.069.195.664;0.247987472516569;Technology;Central
2015-07-16;348.497.838.567.688;415.723.195.824.931;0.112722066959181;Technology;Central
2014-10-02;298.023.656.149.713;526.467.808.388.862;0.0692771750912361;Furniture;Central
2014-02-25;176.666.170.834.787;243.790.992.230.461;0.051761632276391;Office Supplies;Central
2016-02-21;627.938.960.036.558;-166.976.002.894.842;0.233476433206666;Furniture;South
2017-01-14;815.247.654.853.171;-877.591.650.858.695;0.244108416515068;Office Supplies;West
2016-02-15;564.044.604.275.571;-167.973.497.859.615;0.245227197735108;Furniture;West
2016-08-25;692.661.893.478.878;-123.039.621.828.729;0.178427879697896;Furniture;South
2014-12-28;210.897.014.036.431;866.204.607.030.649;0.0510854436373777;Furniture;West
2017-02-19;11.217.639.998.777;-448.439.476.006.587;0.331043676614947;Furniture;Central
2016-05-14;744.754.834.384.692;-193.530.701.598.114;0.202303368003226;Furniture;West
2017-04-27;806.133.267.039.662;-147.965.067.523.927;0.300044301201356;Office Supplies;Central
2016-11-23;631.756.294.543.189;-59.319.364.655.421;0.235513677181659;Office Supplies;South
2016-06-06;76.327.400.231.968;-176.361.425.325.706;0.229611773007659;Furniture;East
2016-07-06;572.854.047.202.753;125.415.778.184.531;0.192237749653818;Technology;South
2014-07-16;152.151.889.447.831;-447.738.743.716.469;0.098482836770099;Furniture;Central
2017-03-24;107.973.438.914.616;-433.270.459.929.602;0.286492122103633;Furniture;East
2015-04-15;447.447.203.200.906;-304.733.260.152.805;0.0850470695124121;Furniture;Central
2014-12-10;124.874.327.034.746;139.260.727.336.023;0.0841244443726782;Office Supplies;South
2016-10-01;520.341.800.195.462;-133.860.579.446.143;0.201730180268604;Furniture;West
2015-05-16;460.451.715.555.275;121.577.082.549.723;0.130406329250283;Office Supplies;South
2014-10-17;220.216.435.690.915;-748.716.429.001.011;0.0646972938041018;Furniture;South
2017-12-21;80.811.744.402.085;-249.805.164.715.754;0.232344792321767;Furniture;Central
2015-09-15;277.449.492.520.764;188.125.386.708.363;0.096284040565391;Office Supplies;West
2014-11-05;187.948.885.082.643;348.105.048.506.902;0.0724246602068824;Technology;Central
2015-07-28;328.402.292.370.184;112.956.149.282.691;0.111114733201808;Office Supplies;South
2017-06-11;108.669.162.563.492;-143.194.594.153.368;0.242788958369915;Office Supplies;South
2016-10-25;578.450.050.204.708;-159.165.373.668.519;0.225323742467171;Furniture;West
2016-03-08;460.119.059.749.029;-109.958.872.445.507;0.209677281562352;Furniture;South
2015-09-03;429.959.219.413.319;592.180.679.340.434;0.0822622751819676;Technology;Central
2015-07-23;307.120.502.872.704;122.101.834.207.034;0.0970916313437623;Office Supplies;South
2017-09-02;113.245.959.534.062;-520.249.510.884.192;0.337313241789621;Furniture;Central
2017-10-06;106.843.125.551.448;-220.318.371.507.447;0.313019648565734;Office Supplies;East
2016-01-11;63.914.163.858.254;-818.433.303.069.514;0.158676363935782;Office Supplies;East
2015-10-14;283.004.546.318.486;-386.507.641.248.086;0.144632177028884;Furniture;South
2016-04-16;633.420.149.718.549;-167.567.539.602.324;0.23854381378536;Furniture;East
